Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission	DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity	Range	Cunning	Weapons	Strength	Shields	gametext	HoF
"Rusot Proud Nationalist"	"NE"	"ST2E-EN04122"	"U"	"Y"	"4U122"	"Personnel"	"2"	""	""	""	""	""	"Cardassian"	"[Cmd]"	""	"Dissident. Gul."	""	"Cardassian"	"Biology Geology Officer Treachery"	"4"	"4"	"5"	"5"	"6"	"6"	"While you command more events in your core than each of your opponents, this personnel gains Leadership and Security."	"Y"
"Seskal Comrade in Arms"	"NE"	"ST2E-EN04123"	"U"	"Y"	"4U123"	"Personnel"	"2"	""	""	""	""	""	"Cardassian"	"[Cmd]"	""	"Dissident. Glinn."	""	"Cardassian"	"Anthropology Astrometrics Officer Science"	"5"	"5"	"5"	"5"	"6"	"6"	"While you command more events in your core than each of your opponents, this personnel cannot be stopped by dilemmas."	"Y"
"Toran Ambitious Brute"	"NE"	"ST2E-EN04124"	"R"	"Y"	"4R124"	"Personnel"	"3"	""	""	""	""	""	"Cardassian"	"[Cmd]"	""	"Assassin. Gul."	""	"Cardassian"	"Astrometrics Diplomacy Officer Physics 2 Treachery"	"2"	"2"	"5"	"5"	"6"	"6"	"Order - Discard a personnel from hand and return this personnel to his owner's hand to kill an opponent's personnel present who has a skill that discarded personnel has."	"Y"
"Amar'itak"	"NE"	"ST2E-EN04125"	"C"	"N"	"4C125"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Stf]"	""	""	""	"Jem'Hadar"	"Exobiology Geology Security"	"6"	"6"	"5"	"5"	"8"	"8"	"When you play this personnel, if you command a Vorta, choose an opponent. You may draw a card for each headquarters mission he or she commands."	"Y"
"Founder Architect"	"NE"	"ST2E-EN04126"	"R"	"N"	"4R126"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	""	""	"Founder. Shape-shifter."	""	"Changeling"	"Astrometrics Law"	"5"	"5"	"5"	"5"	"5"	"5"	"While this personnel is attempting a mission, he is attributes +1 for each event in each player's core (limit +5)."	"Y"
"Leyton Founder Hostile Operative"	"NE"	"ST2E-EN04127"	"C"	"Y"	"4C127"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	"Founder. Infiltrator. Shape-shifter."	""	"Changeling"	"Biology Intelligence Leadership Officer Security Treachery"	"3"	"3"	"6"	"6"	"5"	"5"	"When you are about to play an Infiltration event, if this personnel is at an opponent's mission, that event is cost -1."	"Y"
"Luaran Cautious Inspector"	"NE"	"ST2E-EN04128"	"U"	"Y"	"4U128"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Vorta"	"Biology Engineer Physics Science Treachery"	"4"	"4"	"6"	"6"	"3"	"3"	"When you play this personnel, if you command a Jem'Hadar, you may draw a card for each space mission you command."	"Y"
"O'Brien Founder Agent Provocateur"	"NE"	"ST2E-EN04129"	"U"	"Y"	"4U129"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Stf]"	""	"Founder. Infiltrator. Shape-shifter."	""	"Changeling"	"Anthropology Astrometrics Engineer Intelligence Treachery"	"4"	"4"	"6"	"6"	"5"	"5"	"When you play this personnel, you may download an Infiltration card."	"Y"
"Odo Founder Adept Imposter"	"NE"	"ST2E-EN04130"	"R"	"Y"	"4R130"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	"Founder. Infiltrator. Shape-shifter."	""	"Changeling"	"Engineer Programming Security Treachery"	"3"	"3"	"6"	"6"	"8"	"8"	"When you are about to place an Infiltration card in your discard pile, if this personnel is present with an opponent's personnel, you may place that Infiltration card on top of your deck instead."	"Y"
"Rodak'koden"	"NE"	"ST2E-EN04131"	"C"	"N"	"4C131"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Stf]"	""	""	""	"Jem'Hadar"	"Honor Physics Security Transporters"	"6"	"6"	"5"	"5"	"8"	"8"	"When you play this personnel, if you command a Vorta, you may draw two cards, then discard three cards from hand (only discard two if you command an event in your core)."	"Y"
"Weyoun Warship Commander"	"NE"	"ST2E-EN04132"	"U"	"Y"	"4U132"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	"Commander: Tenak'talar."	""	"Vorta"	"Leadership Navigation 2 Treachery"	"2"	"2"	"6"	"6"	"4"	"4"	"When an engagement involving your [Car] ship or [Dom] ship begins at this mission, if this personnel is aboard a ship, that ship may join that engagement."	"Y"
"Beverly Crusher Chief Physician"	"NE"	"ST2E-EN04133"	"R"	"Y"	"4R133"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][TNG]"	""	""	""	"Human"	"Biology Exobiology 2 Medical"	"6"	"6"	"6"	"6"	"4"	"4"	"When this personnel is stopped by a dilemma, you may take a [TNG] personnel from your discard pile into hand."	"Y"
"Data Pinocchio"	"NE"	"ST2E-EN04134"	"R"	"Y"	"4R134"	"Personnel"	"5"	""	""	""	""	""	"Federation"	"[Cmd][TNG]"	""	""	""	"Android"	"Astrometrics Engineer Exobiology Officer Programming"	"6"	"6"	"10"	"10"	"10"	"10"	"When you play this personnel, name Anthropology, Navigation, or Physics. This personnel gains that skill."	"Y"
"Deanna Troi Ship's Counselor"	"NE"	"ST2E-EN04135a"	"U"	"Y"	"4U135"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][TNG]"	""	""	""	"Betazoid/Human"	"Anthropology Diplomacy Honor Telepathy"	"6"	"6"	"5"	"5"	"4"	"4"	"Order - If this personnel is present with an opponent's personnel, stop this personnel to examine that opponent's hand and choose a non-ship card to place on the bottom of his or her deck."	"Y"
"Dorian Collins Acting Chief Petty Officer"	"NE"	"ST2E-EN04136"	"C"	"Y"	"4C136"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][E]"	""	"Cadet."	""	"Human"	""	"6"	"6"	"5"	"5"	"4"	"4"	"While this personnel is facing a dilemma, she is attributes +1 and gains Anthropology, Engineer, Geology, Honor and Transporters."	"Y"
"Geordi La Forge Conn Officer"	"NE"	"ST2E-EN04137"	"U"	"Y"	"4U137"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][TNG]"	""	""	""	"Human"	"Astrometrics Navigation Officer"	"6"	"6"	"6"	"6"	"5"	"5"	"While this personnel is on a planet, he loses Astrometrics, Navigation and Officer and gains Engineer, Physics and Programming."	"Y"
"Guinan Listener"	"NE"	"ST2E-EN04138"	"R"	"Y"	"4R138"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[TNG]"	""	""	""	"El-Aurian"	"Anthropology Exobiology 2 Honor"	"8"	"8"	"7"	"7"	"4"	"4"	"When you play this personnel, each player scores 5 points."	"N"
"Jadzia Dax Problem Solver"	"NE"	"ST2E-EN04139"	"R"	"Y"	"4R139"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Stf][DS9]"	""	"Host."	""	"Trill"	"Astrometrics Physics Programming Science"	"6"	"6"	"7"	"7"	"6"	"6"	"When you are about to place an event in your discard pile, you may stop this personnel to place it on the bottom of your deck instead."	"Y"
"Jake Sisko Reporter Behind the Lines"	"NE"	"ST2E-EN04140"	"R"	"Y"	"4R140"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[TN]"	""	"Dissident."	""	"Human"	"Anthropology Biology Honor Programming"	"6"	"6"	"5"	"5"	"5"	"5"	"When you play this personnel, discard a card from hand. When you play another Dissident personnel, you may make each player discard the top card of his or her deck."	"Y"
"Kalita Maquis Pilot"	"NE"	"ST2E-EN04141"	"U"	"Y"	"4U141"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][Maq]"	""	""	""	"Human"	"Astrometrics Biology Navigation"	"5"	"5"	"6"	"6"	"5"	"5"	"When you play this personnel, you may place an opponent's event on top of its owner's deck."	"Y"
"Karen Farris Rigorous Leader"	"NE"	"ST2E-EN04142"	"C"	"Y"	"4C142"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Cmd][E]"	""	"Cadet."	""	"Human"	""	"5"	"5"	"5"	"5"	"5"	"5"	"While this personnel is facing a dilemma, she is attributes +1 and gains Astrometrics, Engineer, Leadership, Officer, and Security."	"Y"
"Lenara Kahn Wormhole Theorist"	"NE"	"ST2E-EN04143"	"U"	"Y"	"4U143"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][E]"	""	"Host."	""	"Trill"	"Astrometrics Engineer Physics Science"	"5"	"5"	"6"	"6"	"4"	"4"	"When you play this personnel, you may examine the top four cards of your deck. You may reveal one event and take it into hand. Place the remaining cards on the bottom of your deck in any order."	"Y"
"Miles O'Brien Repair Chief"	"NE"	"ST2E-EN04144"	"U"	"Y"	"4U144"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Stf][DS9]"	""	""	""	"Human"	"2 Engineer Honor Programming Transporters"	"7"	"7"	"6"	"6"	"5"	"5"	"When your event is about to be destroyed by an opponent, you may discard an event from hand to prevent that."	"Y"
"Riley Shepard Confident Cadet"	"NE"	"ST2E-EN04145"	"C"	"Y"	"4C145"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][E]"	""	"Cadet."	""	"Human"	""	"5"	"5"	"5"	"5"	"6"	"6"	"While this personnel is facing a dilemma, he is attributes +1 and gains Biology, 2 Navigation, Programming and Security."	"Y"
"Seth Matthews Red Squad Cadet"	"NE"	"ST2E-EN04146"	"C"	"Y"	"4C146"	"Personnel"	"0"	""	""	""	""	""	"Federation"	"[Stf][E]"	""	"Cadet."	""	"Human"	""	"5"	"5"	"5"	"5"	"5"	"5"	"While this personnel is facing a dilemma, he gains Exobiology and Science."	"Y"
"Tamal Technician"	"NE"	"ST2E-EN04147"	"C"	"Y"	"4C147"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][Maq]"	""	""	""	"Human"	"Anthropology Engineer Science"	"6"	"6"	"6"	"6"	"6"	"6"	"While this personnel is attempting a mission, you may discard a [Maq] Leadership personnel from hand to make a personnel present attributes +1 until the end of that mission attempt."	"Y"
"Tim Watters Valiant Captain"	"NE"	"ST2E-EN04148"	"U"	"Y"	"4U148"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Cmd][E]"	""	"Cadet. Commander: U.S.S. Valiant."	""	"Human"	""	"5"	"5"	"5"	"5"	"6"	"6"	"While this personnel is facing a dilemma, he is attributes +1 and gains Diplomacy, 2 Leadership, Officer and Physics."	"Y"
"William T. Riker First Officer"	"NE"	"ST2E-EN04149"	"R"	"Y"	"4R149"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][TNG]"	""	""	""	"Human"	"Anthropology Leadership Navigation Officer"	"6"	"6"	"6"	"6"	"6"	"6"	"When this personnel is about to be stopped by a dilemma, you may unstop one of your stopped [TNG] personnel present. That personnel joins this mission attempt."	"Y"
"Worf Conn Officer"	"NE"	"ST2E-EN04150"	"U"	"Y"	"4U150"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Stf][TNG]"	""	""	""	"Klingon"	"Honor Navigation Officer Security"	"7"	"7"	"5"	"5"	"8"	"8"	"Order - Destroy your event to exchange a dilemma beneath your mission with the top card of its owner's dilemma pile."	"Y"
"B'Etor Ambitious Renegade"	"NE"	"ST2E-EN04151"	"R"	"Y"	"4R151"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	""	""	"Klingon"	"Astrometrics Leadership Programming Science 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"When you play this personnel, reveal cards from the top of your deck equal to the cost of an event in your core. Take each Treachery personnel revealed into your hand. Replace the remaining cards in the same order."	"Y"
"Jadzia Dax Sworn Ally"	"NE"	"ST2E-EN04152"	"R"	"Y"	"4R152"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Stf]"	""	"Host."	""	"Trill"	"Anthropology Diplomacy Physics Science"	"6"	"6"	"7"	"7"	"6"	"6"	"While this personnel is present with an Honor Klingon, she is attributes +1 and gains Honor."	"Y"
"K'Tal Senior Council Member"	"NE"	"ST2E-EN04153"	"C"	"Y"	"4C153"	"Personnel"	"2"	""	""	""	""	""	"Klingon"	""	""	"High Council Member."	""	"Klingon"	"Anthropology Diplomacy Law"	"6"	"6"	"4"	"4"	"6"	"6"	"When you play a Chancellor or High Council Member at this mission, you may download an event."	"Y"
"Lursa Ambitious Renegade"	"NE"	"ST2E-EN04154"	"R"	"Y"	"4R154"	"Personnel"	"2"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	""	""	"Klingon"	"Engineer Leadership Navigation 2 Treachery"	"2"	"2"	"6"	"6"	"7"	"7"	"When you play this personnel, reveal cards from the top of your deck equal to the cost of an event in your core. Take each Assault and Maneuver card revealed into your hand. Replace the remaining cards in the same order."	"Y"
"William T. Riker Exchange Officer"	"NE"	"ST2E-EN04155"	"R"	"Y"	"4R155"	"Personnel"	"2"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	""	""	"Human"	"Anthropology Leadership Navigation Officer"	"6"	"6"	"6"	"6"	"6"	"6"	"While this personnel is facing a dilemma, you may discard a card from hand to make him gain a skill from your Klingon present until the end of that mission attempt."	"N"
"Aaron Conor Born Leader"	"NE"	"ST2E-EN04156"	"C"	"Y"	"4C156"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	""	""	"Genetically Enhanced."	""	"Human"	"Diplomacy 2 Honor Leadership"	"8"	"8"	"6"	"6"	"6"	"6"	"When you play this personnel, choose an opponent. For each headquarters mission he or she commands, this personnel is cost -1."	"Y"
"Crosis Fanatical Lieutenant"	"NE"	"ST2E-EN04157"	"R"	"Y"	"4R157"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	"[Cmd]"	""	""	""	"Borg"	"Exobiology Officer Programming Security Treachery"	"3"	"3"	"6"	"6"	"6"	"6"	"For each event you command beyond the number of events an opponent of your choice commands, this personnel is attributes +1 (limit +6)."	"Y"
"Data Loyal Brother"	"NE"	"ST2E-EN04158"	"R"	"Y"	"4R158"	"Personnel"	"1"	""	""	""	""	""	"Non-Aligned"	"[Cmd]"	""	""	""	"Android"	"Astrometrics Biology Engineer 2 Programming Treachery"	"3"	"3"	"9"	"9"	"10"	"10"	"At the start of each of your turns, you must discard an event from hand or stop this personnel."	"Y"
"Goval Follower of the One"	"NE"	"ST2E-EN04159ab"	"U"	"Y"	"4U159"	"Personnel"	"1"	""	""	""	""	""	"Non-Aligned"	"[Stf]"	""	""	""	"Borg"	"Archaeology Geology Science"	"4"	"4"	"5"	"5"	"5"	"5"	"While this personnel is attempting a mission, you may discard an equipment or event card from hand to make him attributes +2 until end of this mission attempt."	"Y"
"Hannah Bates Biosphere Expert"	"NE"	"ST2E-EN04160"	"C"	"Y"	"4C160"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	""	""	"Genetically Enhanced."	""	"Human"	"Engineer Physics Programming Science"	"4"	"4"	"7"	"7"	"5"	"5"	""	"Y"
"Lore The One"	"NE"	"ST2E-EN04161"	"R"	"Y"	"4R161"	"Personnel"	"6"	""	""	""	""	""	"Non-Aligned"	"[Cmd]"	""	""	""	"Android"	"Diplomacy Engineer Leadership Programming Security 2 Treachery"	"1"	"1"	"10"	"10"	"10"	"10"	"While this personnel is facing a dilemma, he cannot be stopped."	"N"
"Martin Benbeck Strict Interpreter"	"NE"	"ST2E-EN04162"	"C"	"Y"	"4C162"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	""	""	"Genetically Enhanced."	""	"Human"	"Anthropology Honor Law Security"	"7"	"7"	"6"	"6"	"6"	"6"	"When you play this personnel, choose an opponent. You may draw a card for each headquarters mission he or she commands."	"Y"
"Morik"	"NE"	"ST2E-EN04163"	"C"	"N"	"4C163"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	"[Stf]"	""	""	""	"Borg"	"Anthropology Engineer Medical Transporters"	"4"	"4"	"5"	"5"	"5"	"5"	"The cost of the event in your core that has the highest cost is added to this personnel's attributes."	"N"
"Reide"	"NE"	"ST2E-EN04164"	"C"	"N"	"4C164"	"Personnel"	"1"	""	""	""	""	""	"Non-Aligned"	"[Stf][Maq]"	""	""	""	"Human"	"Diplomacy Exobiology Physics"	"4"	"4"	"5"	"5"	"6"	"6"	"Order - Discard two [Maq] cards from hand to place two random cards from an opponent's hand on top of his or her deck. You may do this only once each turn."	"Y"
"B'Etor Romulan Conspirator"	"NE"	"ST2E-EN04165"	"R"	"Y"	"4R165"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Klingon"	"Diplomacy Physics Programming Science 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"When this personnel is about to be stopped by a dilemma, you may unstop a stopped [Rom] personnel present. That personnel joins this mission attempt."	"Y"
"Bochra Loyal Centurion"	"NE"	"ST2E-EN04166"	"U"	"Y"	"4U166"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Stf]"	""	""	""	"Romulan"	"Geology Navigation Officer"	"6"	"6"	"5"	"5"	"6"	"6"	"At the start of each of your turns, if this personnel is at an opponent's incomplete non-headquarters mission, you may spend 1 additional counter during your Play and Draw Cards segment."	"Y"
"Kell Romulan Accomplice"	"NE"	"ST2E-EN04167"	"C"	"Y"	"4C167"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	""	""	"High Council Member."	""	"Klingon"	"Diplomacy Engineer Exobiology Programming Treachery"	"3"	"3"	"5"	"5"	"5"	"5"	"While this personnel is at a [Kli] mission, he is an Infiltrator. While this personnel is at your [Kli] mission, you may attempt it."	"Y"
"Koval Chairman of the Tal Shiar"	"NE"	"ST2E-EN04168"	"R"	"Y"	"4R168"	"Personnel"	"3"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Romulan"	"Biology Exobiology Intelligence Leadership Security Treachery"	"3"	"3"	"7"	"7"	"5"	"5"	"While an opponent commands more headquarters missions than you, this personnel cannot be stopped by dilemmas."	"Y"
"Lursa Romulan Conspirator"	"NE"	"ST2E-EN04169"	"R"	"Y"	"4R169"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Klingon"	"Anthropology Engineer Law 2 Treachery"	"2"	"2"	"6"	"6"	"7"	"7"	"When you other [Rom] personnel present is about to be stopped by a dilemma, this personnel may gain one of his or her skills until the end of that mission attempt. You may do this only once each turn."	"Y"
"Mareth"	"NE"	"ST2E-EN04170"	"C"	"N"	"4C170"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Stf]"	""	""	""	"Romulan"	"Archaeology Engineer Programming Transporters"	"5"	"5"	"6"	"6"	"5"	"5"	"When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that."	"Y"
"Parem Special Security"	"NE"	"ST2E-EN04171"	"U"	"Y"	"4U171"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Stf]"	""	""	""	"Romulan"	"Astrometrics Physics Security Treachery"	"4"	"4"	"5"	"5"	"7"	"7"	"While this personnel is facing a dilemma, he is attributes +1 for each other dilemma he has faced this turn."	"Y"
"Relam"	"NE"	"ST2E-EN04172"	"C"	"N"	"4C172"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Romulan"	"Astrometrics Officer Science Treachery"	"4"	"4"	"6"	"6"	"6"	"6"	"When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that."	"Y"
"Sela Devious Schemer"	"NE"	"ST2E-EN04173"	"R"	"Y"	"4R173"	"Personnel"	"3"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Human/Romulan"	"Intelligence Leadership Officer Security 2 Treachery"	"2"	"2"	"6"	"6"	"5"	"5"	"While an opponent's Security personnel is at this mission, that opponent must discard a card from hand to use that Security."	"Y"
"Selok Deep Cover Operative"	"NE"	"ST2E-EN04174"	"C"	"Y"	"4C174"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Stf]"	""	""	""	"Romulan"	"Anthropology Intelligence Security Treachery"	"4"	"4"	"6"	"6"	"5"	"5"	"While this personnel is at a [Fed] mission, she is an Infiltrator. While this personnel is at your [Fed] mission, you may attempt it."	"Y"
"Setek"	"NE"	"ST2E-EN04175"	"C"	"N"	"4C175"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	""	""	""	""	"Romulan"	"Anthropology Exobiology Medical Physics"	"5"	"5"	"5"	"5"	"6"	"6"	"When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that."	"Y"
"Tamarith Reformist"	"NE"	"ST2E-EN04176"	"U"	"Y"	"4U176"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	""	""	"Dissident."	""	"Romulan"	"Anthropology Biology Honor Medical"	"6"	"6"	"5"	"5"	"4"	"4"	"When you complete a [Fed] mission, if this personnel used any of her skills, score 5 points."	"Y"
"Taul"	"NE"	"ST2E-EN04177"	"C"	"N"	"4C177"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Stf]"	""	""	""	"Romulan"	"Biology Geology Navigation Security"	"5"	"5"	"5"	"5"	"6"	"6"	"When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that."	"Y"
"Jorem"	"CA"	"ST2E-EN03111"	"C"	"N"	"3C111"	"Personnel"	"2"	""	""	""	""	""	"Bajoran"	"[DS9]"	""	""	""	"Bajoran"	"Exobiology Geology Honor Security"	"6"	"6"	"5"	"5"	"6"	"6"	"When you play this personnel, for each Assault event you command, he is cost -1."	"Y"
"Kira Nerys Reformed Collaborator"	"CA"	"ST2E-EN03112"	"R"	"Y"	"3R112"	"Personnel"	"1"	""	""	""	""	""	"Bajoran"	"[Cmd][TN]"	""	"Dissident."	""	"Bajoran"	"Officer Security Treachery"	"4"	"4"	"6"	"6"	"6"	"6"	"When you play this personnel, discard a card from hand. While a Cardassian or Vedek is in your discard pile, this personnel is attributes +1, loses Treachery, and gains Honor and Physics."	"Y"
"Odo Wayward Link"	"CA"	"ST2E-EN03113"	"R"	"Y"	"3R113"	"Personnel"	"2"	""	""	""	""	""	"Bajoran"	"[Cmd][TN]"	""	"Dissident. Shape-shifter."	""	"Changeling"	"Law Leadership Programming Security"	"5"	"5"	"7"	"7"	"8"	"8"	"When you play this personnel, discard a card from hand. When your Bajoran present is about to be killed by a dilemma, you may stop him or her and this personnel to prevent that."	"Y"
